,YYYYMM,Consumed,Generated,Month,Year,Date,Consume_ratio
481,201302,2916.499,61483.385,2,2013,2013-02-01,0.04743556328266571
482,201303,3057.725,62947.389,3,2013,2013-03-01,0.048575882948854315
483,201304,2820.329,56766.882,4,2013,2013-04-01,0.04968264770997992
484,201305,3039.799,62848.155,5,2013,2013-05-01,0.048367354618445046
485,201306,3370.695,66429.69,6,2013,2013-06-01,0.05074079075184605
486,201307,3729.894,70539.238,7,2013,2013-07-01,0.05287686833248752
487,201308,3636.552,71344.379,8,2013,2013-08-01,0.05097180816445259
488,201309,3214.286,65798.971,9,2013,2013-09-01,0.04885009523933132
489,201310,2966.377,63183.533,10,2013,2013-10-01,0.046948577566879646
490,201311,2965.37,64975.456,11,2013,2013-11-01,0.04563830994891363
491,201312,3341.11,71293.578,12,2013,2013-12-01,0.046864108854236496
492,201401,3578.349,73162.609,1,2014,2014-01-01,0.04890953246350196
493,201402,3084.762,62638.95,2,2014,2014-02-01,0.049246706721616504
494,201403,3129.905,62397.08,3,2014,2014-03-01,0.05016108125572543
495,201404,2784.665,56384.588,4,2014,2014-04-01,0.04938698851537232
496,201405,3058.969,62947.43,5,2014,2014-05-01,0.048595613832050015
497,201406,3386.539,68138.232,6,2014,2014-06-01,0.04970101073359227
498,201407,3646.954,71940.126,7,2014,2014-07-01,0.05069429542005528
499,201408,3625.994,71128.746,8,2014,2014-08-01,0.050977898584068954
500,201409,3198.123,67534.5,9,2014,2014-09-01,0.047355396130866444
501,201410,2951.013,62390.988,10,2014,2014-10-01,0.04729870602465856
502,201411,3000.011,65140.185,11,2014,2014-11-01,0.046054689589843816
503,201412,3182.709,73362.548,12,2014,2014-12-01,0.04338329415712224
504,201501,3357.244,74269.974,1,2015,2015-01-01,0.04520324727729136
505,201502,3103.23,63461.493,2,2015,2015-02-01,0.04889941684794589
506,201503,3002.401,64546.799,3,2015,2015-03-01,0.04651510294104592
507,201504,2723.291,59784.495,4,2015,2015-04-01,0.04555179398939474
508,201505,3001.644,65826.525,5,2015,2015-05-01,0.045599308181618274
509,201506,3382.634,68516.165,6,2015,2015-06-01,0.04936986768013067
510,201507,3740.9,71412.176,7,2015,2015-07-01,0.05238462415709052
511,201508,3655.121,72415.352,8,2015,2015-08-01,0.050474393882667314
512,201509,3251.133,66476.372,9,2015,2015-09-01,0.04890659496279369
513,201510,2886.172,60570.921,10,2015,2015-10-01,0.047649465326769586
514,201511,2791.969,60263.941,11,2015,2015-11-01,0.04632901455946932
515,201512,2992.663,69633.664,12,2015,2015-12-01,0.042977244454636195
516,201601,3266.676,72524.775,1,2016,2016-01-01,0.045042207990304006
517,201602,2888.973,65638.141,2,2016,2016-02-01,0.04401363225689161
518,201603,2793.958,66148.894,3,2016,2016-03-01,0.042237410651189425
519,201604,2686.606,62731.845,4,2016,2016-04-01,0.042826829021209246
520,201605,2917.62,66576.493,5,2016,2016-05-01,0.04382357598799924
521,201606,3403.962,67175.324,6,2016,2016-06-01,0.050672803602703875
522,201607,3833.017,70349.347,7,2016,2016-07-01,0.054485466652590256
523,201608,3796.744,71526.405,8,2016,2016-08-01,0.05308171157211103
524,201609,3247.348,65448.176,9,2016,2016-09-01,0.04961708940521123
525,201610,2908.527,60733.343,10,2016,2016-10-01,0.047890118612439955
526,201611,2757.201,65178.776,11,2016,2016-11-01,0.04230212914707082
527,201612,3225.109,71662.429,12,2016,2016-12-01,0.04500418203798255
528,201701,3201.133,73120.612,1,2017,2017-01-01,0.043778804805408356
529,201702,2684.009,63560.371,2,2017,2017-02-01,0.04222771135177924
530,201703,2931.646,65093.2,3,2017,2017-03-01,0.045037669065278715
531,201704,2699.966,56743.352,4,2017,2017-04-01,0.04758206741117444
532,201705,2970.605,61312.753,5,2017,2017-05-01,0.04845003453033662
533,201706,3302.613,67010.782,6,2017,2017-06-01,0.04928480016842662
534,201707,3722.379,71314.219,7,2017,2017-07-01,0.052196869743465886
535,201708,3530.744,72384.218,8,2017,2017-08-01,0.048777815075656414
536,201709,3107.618,68097.918,9,2017,2017-09-01,0.04563455229277347
537,201710,2960.304,65994.785,10,2017,2017-10-01,0.04485663526292267
538,201711,2874.246,66617.853,11,2017,2017-11-01,0.04314528119061417
539,201712,3254.792,73699.572,12,2017,2017-12-01,0.04416297017301539
540,201801,3446.463,74649.04,1,2018,2018-01-01,0.04616888576196024
541,201802,2811.327,64790.03,2,2018,2018-02-01,0.04339135203363851
542,201803,2931.829,67032.656,3,2018,2018-03-01,0.04373732408872476
543,201804,2738.131,59133.155,4,2018,2018-04-01,0.04630449702878191
544,201805,3112.398,67320.248,5,2018,2018-05-01,0.046232717383928826
545,201806,3402.754,69687.556,6,2018,2018-06-01,0.04882871771252819
546,201807,3756.482,72456.009,7,2018,2018-07-01,0.05184500294516635
547,201808,3717.461,72282.467,8,2018,2018-08-01,0.05142963645665275
548,201809,3234.676,64724.753,9,2018,2018-09-01,0.04997587244558508
549,201810,2944.141,59396.905,10,2018,2018-10-01,0.049567245970139354
550,201811,2945.722,63954.37,11,2018,2018-11-01,0.046059745409109655
551,201812,3127.573,71657.288,12,2018,2018-12-01,0.04364626526195074
552,201901,3264.257,73700.844,1,2019,2019-01-01,0.04429063254689458
553,201902,2845.534,64714.894,2,2019,2019-02-01,0.04397031076030195
554,201903,2934.622,65079.691,3,2019,2019-03-01,0.04509274636844849
555,201904,2655.417,60580.927,4,2019,2019-04-01,0.04383255805907361
556,201905,2970.368,67123.546,5,2019,2019-05-01,0.044252250916541266
557,201906,3180.175,68804.879,6,2019,2019-06-01,0.04622019609975624
558,201907,3701.225,72198.595,7,2019,2019-07-01,0.05126450175380837
559,201908,3601.167,71910.684,8,2019,2019-08-01,0.050078330502321466
560,201909,3230.691,65892.18,9,2019,2019-09-01,0.04902996076317402
561,201910,2877.253,62032.622,10,2019,2019-10-01,0.046382901564276935
